update,step,steps_per_sec,rollout_sec,learn_sec,episodes,mean_x_pos,flag_rate,mean_coins,mean_game_reward,stall_rate,policy_loss,value_loss,entropy,approx_kl,clipfrac,explained_variance,wall_time
319,979968,541.3,3.85,1.82,43,577.3720930232558,0.0,0.4186046511627907,507.2325581395349,0.0,-0.00132,18.3213,1.18281,0.00939,0.11141,0.65304,1838.7
320,983040,545.3,3.63,2.0,40,696.2,0.0,0.725,624.075,0.0,-0.00045,13.79013,1.17797,0.01176,0.1687,0.67603,1844.3
321,986112,529.6,3.68,2.12,43,648.046511627907,0.0,0.8372093023255814,575.8837209302326,0.0,-0.00395,13.10059,1.21161,0.00689,0.08398,0.71135,1850.1
322,989184,553.0,3.62,1.93,36,662.0277777777778,0.0,0.5277777777777778,588.5833333333334,0.0,-0.00054,13.22168,1.13945,0.00542,0.06234,0.71834,1855.7
323,992256,535.0,3.74,2.0,39,678.6666666666666,0.0,0.7435897435897436,606.4615384615385,0.0,-0.00211,12.81161,1.12324,0.0069,0.08675,0.77579,1861.4
324,995328,544.6,3.61,2.03,41,560.7560975609756,0.0,0.5609756097560976,491.5121951219512,0.0,-0.00434,12.75833,1.1683,0.00628,0.07943,0.76307,1867.1
325,998400,533.7,3.82,1.94,48,650.6875,0.0,0.5208333333333334,578.5625,0.020833333333333332,6e-05,14.19229,1.20277,0.00859,0.1036,0.68662,1872.8
326,1001472,553.9,3.57,1.98,39,587.8974358974359,0.0,0.6153846153846154,516.0,0.0,-0.00287,9.72954,1.1971,0.00834,0.10433,0.72239,1878.4
327,1004544,558.1,3.5,2.0,35,676.6571428571428,0.0,0.4,601.9714285714285,0.0,-0.00107,10.56312,1.20335,0.00855,0.1062,0.76262,1884.0
328,1007616,529.6,3.82,1.98,45,656.0666666666667,0.0,0.35555555555555557,584.4,0.0,0.0005,14.25105,1.15711,0.00792,0.09806,0.68616,1889.8
329,1010688,538.2,3.71,1.99,42,600.5238095238095,0.0,0.6666666666666666,530.5238095238095,0.0,-0.00148,12.49328,1.14692,0.00817,0.09684,0.75704,1895.5
330,1013760,523.0,3.85,2.02,42,642.8095238095239,0.0,0.5476190476190477,571.1190476190476,0.0,-0.00169,14.44554,1.13082,0.00923,0.10514,0.69992,1901.3
331,1016832,539.6,3.75,1.94,46,634.5217391304348,0.0,0.5434782608695652,563.9565217391304,0.0,-0.00281,12.44519,1.17915,0.0052,0.06006,0.73113,1907.0
332,1019904,546.7,3.64,1.98,44,638.6590909090909,0.0,0.7954545454545454,567.25,0.0,0.00116,13.79545,1.1391,0.00945,0.12622,0.666,1912.7
333,1022976,536.7,3.77,1.95,40,605.7,0.0,0.55,535.025,0.0,-0.00251,14.79776,1.12446,0.00891,0.11816,0.6848,1918.4
334,1026048,537.4,3.71,2.01,38,715.3684210526316,0.0,1.131578947368421,641.8157894736842,0.0,0.00028,14.70004,1.13308,0.00712,0.08285,0.73041,1924.1
335,1029120,526.9,3.89,1.94,47,615.4468085106383,0.0,0.6595744680851063,545.1914893617021,0.0,-0.00107,14.28408,1.16852,0.00733,0.09269,0.69115,1929.9
336,1032192,541.1,3.63,2.05,39,743.6410256410256,0.0,0.41025641025641024,670.7435897435897,0.0,0.00253,19.29666,1.09842,0.00694,0.08431,0.60615,1935.6
337,1035264,560.1,3.65,1.84,38,689.1842105263158,0.0,0.868421052631579,616.8947368421053,0.0,-0.00037,11.98274,1.1554,0.00757,0.09017,0.66521,1941.1
338,1038336,543.0,3.63,2.03,43,669.3023255813954,0.0,0.6976744186046512,598.2325581395348,0.0,0.0021,13.54102,1.1099,0.00995,0.13444,0.74773,1946.8
339,1041408,548.8,3.65,1.94,46,638.6304347826087,0.0,0.41304347826086957,567.4347826086956,0.0,-0.00101,14.88083,1.10359,0.00592,0.06909,0.7087,1952.4
340,1044480,545.2,3.69,1.94,43,566.7441860465116,0.0,0.7906976744186046,497.13953488372096,0.0,-0.00309,12.33409,1.15228,0.00795,0.09701,0.79538,1958.0
341,1047552,560.5,3.56,1.92,39,772.3076923076923,0.0,0.8205128205128205,698.4102564102565,0.0,0.00696,15.5568,1.1066,0.01751,0.19922,0.7398,1963.5
342,1050624,550.9,3.56,2.02,34,768.8529411764706,0.0,1.0588235294117647,694.8823529411765,0.0,0.00216,15.02317,1.11584,0.01116,0.12581,0.78259,1969.1
343,1053696,537.7,3.72,1.99,42,699.3333333333334,0.0,0.7857142857142857,627.1428571428571,0.0,0.00067,18.70544,1.11541,0.01167,0.14697,0.67132,1974.8
344,1056768,530.1,3.81,1.99,45,635.2,0.0,0.6444444444444445,563.9555555555555,0.0,-0.00172,16.687,1.12844,0.00627,0.07064,0.67319,1980.6
345,1059840,545.5,3.72,1.91,39,679.7692307692307,0.0,1.0,608.7948717948718,0.0,0.00141,21.30891,1.05122,0.01,0.132,0.72359,1986.2
346,1062912,547.0,3.64,1.97,38,688.3421052631579,0.0,0.9210526315789473,616.1315789473684,0.0,0.00098,19.22961,1.08844,0.01184,0.15275,0.62342,1991.8
347,1065984,552.1,3.6,1.96,39,766.5384615384615,0.0,0.6153846153846154,693.2820512820513,0.0,0.00018,17.21043,1.0394,0.008,0.0957,0.67438,1997.4
348,1069056,543.3,3.68,1.97,39,699.6666666666666,0.0,0.8974358974358975,627.0512820512821,0.0,-0.00148,18.78858,1.0149,0.00664,0.08138,0.62711,2003.0
349,1072128,544.7,3.69,1.95,41,713.9756097560976,0.024390243902439025,0.926829268292683,642.4634146341464,0.0,-0.00351,16.10511,1.01961,0.00788,0.10571,0.69179,2008.7
350,1075200,533.1,3.8,1.96,46,585.2391304347826,0.0,0.5217391304347826,515.4347826086956,0.0,0.00451,17.49423,1.01162,0.01276,0.16064,0.70749,2014.4
351,1078272,568.6,3.44,1.96,33,745.6666666666666,0.0,0.48484848484848486,671.4848484848485,0.0,0.00073,15.41723,1.05616,0.01015,0.12988,0.62183,2019.8
352,1081344,553.0,3.56,1.99,32,907.1875,0.0,0.59375,829.375,0.0,-0.00197,14.62747,1.04755,0.00925,0.11914,0.69192,2025.4
353,1084416,536.0,3.77,1.96,48,623.5,0.0,0.5,553.0416666666666,0.0,0.00228,15.51694,1.06039,0.00879,0.11149,0.76718,2031.1
354,1087488,561.1,3.46,2.01,33,817.1212121212121,0.0,0.696969696969697,742.4848484848485,0.0,-0.00168,15.71098,1.01458,0.00723,0.08586,0.73677,2036.6
355,1090560,532.1,3.8,1.97,50,555.94,0.0,0.42,487.12,0.0,-0.00023,14.0208,1.02323,0.00782,0.0957,0.80073,2042.4
356,1093632,525.0,3.79,2.06,40,666.45,0.0,0.575,594.875,0.0,-0.00877,12.22313,1.07176,0.01069,0.12142,0.72739,2048.2
357,1096704,536.4,3.71,2.02,39,618.4871794871794,0.02564102564102564,0.6153846153846154,547.5128205128206,0.0,-0.00158,14.75836,1.11062,0.00755,0.09912,0.65941,2054.0
358,1099776,523.3,3.78,2.09,45,726.2666666666667,0.0,0.8222222222222222,652.7555555555556,0.0,-0.00204,17.1317,1.10129,0.00662,0.07682,0.71833,2059.8
359,1102848,534.7,3.75,2.0,45,566.5111111111111,0.0,0.5333333333333333,496.9111111111111,0.0,0.00016,11.99468,1.15297,0.00734,0.08431,0.73657,2065.6
360,1105920,544.3,3.57,2.07,37,794.7297297297297,0.0,0.7297297297297297,720.4054054054054,0.0,0.00026,12.7363,1.12819,0.00557,0.06429,0.70341,2071.3
361,1108992,550.6,3.6,1.98,38,621.921052631579,0.0,0.8421052631578947,551.3421052631579,0.0,-0.00153,19.92531,1.07722,0.00927,0.1215,0.73747,2076.9
362,1112064,542.1,3.71,1.96,42,757.9285714285714,0.023809523809523808,0.6904761904761905,685.8809523809524,0.0,-0.00391,17.39412,1.09846,0.00733,0.0896,0.69731,2082.5
363,1115136,540.9,3.66,2.02,39,698.0,0.0,0.6923076923076923,625.7435897435897,0.0,-0.0024,22.00388,1.08424,0.00499,0.0616,0.66595,2088.2
364,1118208,542.8,3.67,1.99,40,744.65,0.0,0.95,670.475,0.0,0.00161,16.66846,1.16146,0.01006,0.13338,0.6791,2093.9
365,1121280,553.1,3.59,1.97,37,675.9459459459459,0.0,0.7837837837837838,604.2432432432432,0.0,-0.00293,15.22619,1.1334,0.011,0.14103,0.64999,2099.4
366,1124352,533.8,3.76,2.0,43,596.2558139534884,0.0,0.5581395348837209,525.6976744186046,0.0,-0.0021,16.90122,1.1618,0.00601,0.06665,0.78681,2105.2
367,1127424,535.4,3.68,2.06,37,739.1891891891892,0.0,0.7837837837837838,664.5945945945946,0.02702702702702703,-0.00048,12.98177,1.09267,0.00863,0.10929,0.69574,2110.9
368,1130496,543.0,3.69,1.97,39,680.6666666666666,0.0,0.7948717948717948,607.3846153846154,0.0,-0.0022,12.18078,1.14533,0.00557,0.06112,0.83576,2116.6
369,1133568,545.9,3.62,2.0,43,610.7906976744187,0.0,0.627906976744186,539.8139534883721,0.0,0.00066,15.92529,1.15107,0.00658,0.07975,0.67798,2122.2
370,1136640,543.0,3.69,1.96,40,572.675,0.0,0.5,501.15,0.0,-0.00077,12.38252,1.14862,0.00626,0.0813,0.76351,2127.9
371,1139712,524.6,3.84,2.02,47,599.6595744680851,0.0,0.7446808510638298,529.2340425531914,0.0,-0.00337,15.98113,1.12693,0.01123,0.14152,0.74252,2133.7
372,1142784,572.7,3.43,1.93,32,881.78125,0.03125,1.0,805.8125,0.0,0.00125,14.95016,1.12016,0.00747,0.0922,0.69838,2139.1
373,1145856,550.6,3.6,1.98,37,652.1351351351351,0.0,0.5675675675675675,580.5675675675676,0.0,-0.00194,16.52916,1.15056,0.00577,0.06632,0.73912,2144.7
374,1148928,545.5,3.63,2.0,38,700.7105263157895,0.0,1.105263157894737,627.3421052631579,0.0,-0.00182,16.52091,1.16906,0.00783,0.0966,0.67404,2150.3
375,1152000,535.1,3.71,2.03,43,675.3255813953489,0.0,0.8604651162790697,603.6511627906976,0.0,-0.00319,13.55884,1.16375,0.00719,0.09049,0.72278,2156.1
376,1155072,538.3,3.74,1.97,46,643.2826086956521,0.0,0.5434782608695652,572.195652173913,0.0,-0.00401,15.2985,1.19859,0.00814,0.11507,0.70859,2161.8
377,1158144,536.4,3.74,1.98,44,555.5,0.0,0.36363636363636365,485.6818181818182,0.0,0.00071,20.01625,1.10808,0.00477,0.05778,0.7264,2167.5
378,1161216,529.4,3.81,1.99,41,683.7317073170732,0.0,1.0,612.5121951219512,0.0,-0.00092,14.83316,1.16717,0.0076,0.09513,0.74777,2173.3
379,1164288,547.8,3.67,1.94,41,717.1951219512196,0.024390243902439025,0.6585365853658537,644.829268292683,0.0,0.00111,17.21838,1.16311,0.00914,0.10547,0.7774,2178.9
380,1167360,535.5,3.76,1.98,37,722.5945945945946,0.0,0.8378378378378378,649.2162162162163,0.0,0.0002,14.00561,1.17871,0.00539,0.06234,0.76599,2184.6
381,1170432,548.9,3.6,2.0,37,721.5945945945946,0.0,0.40540540540540543,647.7567567567568,0.0,-0.00062,13.21766,1.2161,0.00811,0.11222,0.79575,2190.2
382,1173504,578.7,3.32,1.99,26,902.1923076923077,0.0,1.1538461538461537,824.8076923076923,0.0,0.00029,15.60865,1.18562,0.00968,0.13501,0.75057,2195.6
383,1176576,528.7,3.84,1.97,47,663.8297872340426,0.0,0.7659574468085106,591.4893617021277,0.0,0.0078,18.72222,1.16831,0.01212,0.16667,0.69096,2201.4
384,1179648,536.5,3.76,1.97,40,668.45,0.0,0.875,597.575,0.0,0.00617,22.30885,1.08734,0.01054,0.13102,0.66667,2207.1
385,1182720,551.6,3.66,1.91,47,622.531914893617,0.0,0.44680851063829785,552.4042553191489,0.0,-0.00318,15.12904,1.13975,0.00726,0.09188,0.72534,2212.7
386,1185792,536.7,3.75,1.98,39,685.0769230769231,0.0,0.6923076923076923,613.025641025641,0.0,-0.00256,17.28434,1.10618,0.00988,0.12655,0.6419,2218.4
387,1188864,540.8,3.73,1.95,43,660.8604651162791,0.0,0.5116279069767442,589.2558139534884,0.0,0.00023,9.55609,1.17224,0.01023,0.13704,0.80563,2224.1
388,1191936,531.6,3.73,2.05,40,653.025,0.0,0.525,581.625,0.0,0.00022,14.57882,1.15814,0.00935,0.12077,0.76629,2229.8
389,1195008,530.5,3.71,2.08,49,646.4081632653061,0.0,1.0816326530612246,575.8367346938776,0.0,-0.0008,17.98945,1.13299,0.00959,0.1193,0.76263,2235.6
390,1198080,555.0,3.56,1.97,33,760.3333333333334,0.0,0.8484848484848485,685.6666666666666,0.0,-0.00172,14.49264,1.1705,0.00761,0.09709,0.7504,2241.2
391,1201152,531.9,3.54,2.24,29,780.1724137931035,0.0,0.5172413793103449,705.9655172413793,0.0,-0.00236,14.84171,1.12293,0.00747,0.09814,0.68547,2247.0
392,1204224,559.6,3.61,1.87,42,802.1904761904761,0.0,0.8095238095238095,727.952380952381,0.0,-0.00041,17.06137,1.11303,0.00704,0.08577,0.75307,2252.5
393,1207296,512.0,3.69,2.31,42,653.7857142857143,0.0,1.0,582.9761904761905,0.0,-0.00022,16.01714,1.05793,0.01012,0.1259,0.7651,2258.5
394,1210368,528.9,3.8,2.01,42,698.3571428571429,0.0,0.9047619047619048,626.3095238095239,0.0,-0.00016,10.49468,1.16166,0.00812,0.10156,0.83073,2264.3
395,1213440,532.9,3.8,1.97,49,586.6122448979592,0.0,0.8571428571428571,517.4285714285714,0.0,-0.00196,10.15118,1.12575,0.00709,0.09204,0.84913,2270.1
396,1216512,550.5,3.58,2.0,36,714.1111111111111,0.0,1.2222222222222223,642.0,0.0,-0.0021,12.8161,1.14729,0.00809,0.09806,0.72753,2275.7
397,1219584,548.2,3.69,1.92,39,688.5897435897435,0.0,0.5128205128205128,614.1794871794872,0.0,-0.00287,8.16871,1.24808,0.00894,0.1075,0.84431,2281.3
398,1222656,551.6,3.64,1.93,34,776.4411764705883,0.0,0.6764705882352942,702.4411764705883,0.0,-0.00314,16.86722,1.06354,0.00623,0.07682,0.75861,2286.9
399,1225728,554.1,3.6,1.95,41,632.7073170731708,0.0,0.8292682926829268,561.4146341463414,0.0,0.0019,10.06079,1.23748,0.01298,0.16496,0.76709,2292.4
400,1228800,558.8,3.52,1.98,34,742.3823529411765,0.0,1.0,668.9705882352941,0.0,0.00038,14.76236,1.18177,0.00976,0.13143,0.74068,2297.9
401,1231872,531.3,3.49,2.29,32,898.28125,0.0,0.78125,820.71875,0.0,-0.00013,13.17707,1.20733,0.01078,0.14754,0.70816,2303.7
402,1234944,570.6,3.42,1.96,30,731.8666666666667,0.0,0.5666666666666667,657.3,0.0,0.00535,13.62971,1.14237,0.01032,0.12549,0.75786,2309.1
403,1238016,538.7,3.77,1.93,43,734.6511627906976,0.0,1.0465116279069768,661.5116279069767,0.0,-0.00269,11.5707,1.16801,0.00767,0.09521,0.77557,2314.8
404,1241088,538.9,3.6,2.1,33,739.6969696969697,0.030303030303030304,0.9696969696969697,666.7575757575758,0.0,-0.00263,14.37537,1.06835,0.00775,0.09554,0.70352,2320.5
405,1244160,567.2,3.48,1.93,35,823.6,0.0,0.8,748.1428571428571,0.0,-0.00185,16.93727,1.1176,0.00768,0.09993,0.68735,2325.9
406,1247232,547.5,3.55,2.06,37,758.2972972972973,0.0,0.5135135135135135,684.5675675675676,0.0,-0.00308,13.04539,1.11595,0.00683,0.07918,0.73766,2331.5
407,1250304,551.8,3.6,1.97,36,790.75,0.0,0.6944444444444444,716.5,0.0,0.00261,18.17622,1.05856,0.0083,0.10767,0.69017,2337.1
408,1253376,557.3,3.56,1.96,35,712.0857142857143,0.0,0.9428571428571428,638.8285714285714,0.0,-0.00199,12.20798,1.14643,0.00813,0.10221,0.78217,2342.6
409,1256448,543.2,3.67,1.98,42,778.2142857142857,0.0,1.380952380952381,704.5952380952381,0.0,-0.00295,13.88861,1.09997,0.00735,0.09041,0.79244,2348.2
410,1259520,564.7,3.52,1.92,39,596.7435897435897,0.0,0.7435897435897436,526.3076923076923,0.0,0.00057,16.83031,1.11394,0.01137,0.1495,0.64123,2353.7
411,1262592,550.6,3.57,2.01,29,818.7586206896551,0.0,0.8275862068965517,740.6206896551724,0.034482758620689655,0.00125,11.65911,1.07763,0.01067,0.13411,0.83122,2359.3
412,1265664,560.2,3.49,1.99,26,938.1538461538462,0.0,1.2307692307692308,860.0384615384615,0.0,0.00183,19.84156,1.0543,0.0139,0.16707,0.70696,2364.7
413,1268736,529.1,3.8,2.01,39,798.9487179487179,0.0,0.8461538461538461,724.4615384615385,0.0,0.00297,17.02558,1.03482,0.0073,0.07975,0.77824,2370.6
414,1271808,546.9,3.66,1.96,35,754.7714285714286,0.0,0.6571428571428571,680.0285714285715,0.0,-0.00182,16.13115,1.0526,0.00671,0.0874,0.77412,2376.2
415,1274880,533.9,3.84,1.91,39,567.3076923076923,0.0,0.5384615384615384,497.2307692307692,0.0,-0.00256,18.22366,0.99301,0.00645,0.07487,0.79836,2381.9
416,1277952,532.1,3.6,2.18,34,937.0,0.0,1.1176470588235294,858.7941176470588,0.0,0.00116,15.38246,1.02055,0.00934,0.10636,0.76008,2387.7
417,1281024,548.2,3.55,2.05,31,854.9032258064516,0.0,1.0,780.516129032258,0.0,-0.00397,19.85954,0.98563,0.01208,0.1495,0.6997,2393.3
418,1284096,559.7,3.55,1.94,40,758.05,0.0,0.825,684.25,0.0,-0.00534,19.57344,1.03081,0.01009,0.11882,0.70272,2398.8
419,1287168,571.3,3.47,1.91,37,757.3513513513514,0.0,0.918918918918919,684.4594594594595,0.0,0.00059,17.96944,0.99789,0.00654,0.07544,0.80345,2404.2
420,1290240,571.0,3.48,1.9,38,768.7105263157895,0.0,1.0263157894736843,694.8421052631579,0.0,-0.00215,19.55628,1.07445,0.00697,0.08919,0.73987,2409.6
421,1293312,528.3,3.78,2.04,41,688.3170731707318,0.0,0.6341463414634146,616.8536585365854,0.0,-0.00033,16.41182,1.05739,0.00553,0.06828,0.78228,2415.4
422,1296384,545.9,3.67,1.96,39,600.974358974359,0.0,0.46153846153846156,529.974358974359,0.0,-0.002,13.93034,1.02597,0.00687,0.08545,0.79842,2421.0
423,1299456,556.0,3.53,1.99,34,838.5588235294117,0.0,0.9411764705882353,763.2352941176471,0.0,-0.00264,11.38679,1.03274,0.00822,0.11141,0.75569,2426.5
424,1302528,566.1,3.5,1.93,34,787.8823529411765,0.0,0.8529411764705882,712.8823529411765,0.0,-0.00127,18.80841,1.08187,0.00894,0.11312,0.69033,2432.0
425,1305600,522.9,3.58,2.29,33,746.9090909090909,0.0,0.5454545454545454,672.7575757575758,0.0,0.00147,15.36401,1.00869,0.0076,0.09562,0.79513,2437.9
426,1308672,544.9,3.67,1.97,43,694.8139534883721,0.0,0.9534883720930233,622.6511627906976,0.0,-0.00052,14.77216,1.04513,0.01017,0.12061,0.70491,2443.5
427,1311744,551.0,3.62,1.96,34,808.2647058823529,0.0,1.088235294117647,734.0294117647059,0.0,0.0001,15.55212,1.07,0.01223,0.13452,0.75069,2449.1
428,1314816,543.8,3.56,2.09,37,734.8108108108108,0.0,0.6486486486486487,660.2432432432432,0.0,0.00016,17.07158,1.09537,0.00907,0.10986,0.67489,2454.8
429,1317888,553.3,3.64,1.91,37,744.9459459459459,0.0,1.135135135135135,672.5135135135135,0.0,-0.00056,19.55793,1.05289,0.00966,0.10612,0.70358,2460.3
430,1320960,551.1,3.64,1.93,41,641.1951219512196,0.0,0.4878048780487805,569.5853658536586,0.024390243902439025,-0.00619,12.5685,1.17508,0.00821,0.08822,0.77316,2465.9
431,1324032,551.1,3.57,2.01,29,827.9655172413793,0.0,0.5517241379310345,752.7931034482758,0.0,-0.00398,13.19838,1.14734,0.00694,0.08862,0.83968,2471.5
432,1327104,556.7,3.52,2.0,39,723.3589743589744,0.0,1.1538461538461537,649.7435897435897,0.0,-0.00213,10.67734,1.23382,0.00521,0.06372,0.79848,2477.0
433,1330176,546.9,3.65,1.97,42,649.4761904761905,0.0,0.5238095238095238,577.2142857142857,0.0,0.00129,15.58552,1.22101,0.01798,0.23446,0.66419,2482.6
434,1333248,577.7,3.46,1.86,35,681.3142857142857,0.0,0.8285714285714286,608.5142857142857,0.0,-0.00205,13.58798,1.186,0.00662,0.08464,0.75842,2487.9
435,1336320,534.2,3.76,1.99,44,676.4090909090909,0.0,0.9090909090909091,603.75,0.0,-0.00528,14.58795,1.13327,0.00685,0.08879,0.72079,2493.7
436,1339392,551.0,3.62,1.96,38,721.421052631579,0.0,0.4473684210526316,648.5526315789474,0.0,-0.00336,15.40097,1.05369,0.00525,0.06494,0.71248,2499.3
437,1342464,524.1,3.78,2.08,43,673.2558139534884,0.0,0.6511627906976745,601.6744186046511,0.0,0.00021,13.28037,1.0539,0.00705,0.07992,0.79448,2505.1
438,1345536,531.4,3.76,2.02,41,649.2682926829268,0.0,0.7804878048780488,578.3658536585366,0.0,-0.00367,16.58336,1.07677,0.0066,0.08472,0.7618,2510.9
439,1348608,541.7,3.66,2.01,37,768.1081081081081,0.0,0.8378378378378378,694.6756756756756,0.0,-0.0043,12.04913,1.14074,0.00522,0.06576,0.73561,2516.6
440,1351680,558.9,3.5,1.99,31,693.3870967741935,0.0,0.41935483870967744,620.1935483870968,0.0,0.00328,14.68276,1.1346,0.01039,0.111,0.58694,2522.1
441,1354752,529.6,3.71,2.09,40,820.875,0.0,1.0,746.0,0.0,-0.00151,12.09755,1.12742,0.00989,0.1158,0.70488,2527.9
442,1357824,544.2,3.68,1.96,45,652.0888888888888,0.0,0.4222222222222222,581.2222222222222,0.0,-0.00106,16.7052,1.1042,0.00683,0.08276,0.6358,2533.5
443,1360896,536.7,3.73,1.99,38,663.921052631579,0.0,0.15789473684210525,592.0526315789474,0.0,-0.00263,12.26262,1.08547,0.00853,0.11629,0.76162,2539.3
444,1363968,573.0,3.51,1.85,33,840.1515151515151,0.0,0.8181818181818182,764.6363636363636,0.030303030303030304,0.00409,16.85458,1.05138,0.00915,0.11401,0.75303,2544.6
445,1367040,545.4,3.63,2.0,38,725.7894736842105,0.0,0.8421052631578947,652.5263157894736,0.0,0.00035,13.14804,1.0935,0.00966,0.12484,0.75228,2550.2
446,1370112,528.5,3.56,2.25,32,838.53125,0.0,0.875,763.625,0.0,-0.00149,12.45164,1.08017,0.008,0.10913,0.77939,2556.1
447,1373184,540.0,3.71,1.97,43,663.5348837209302,0.0,0.4418604651162791,592.5581395348837,0.0,-0.00038,20.84893,1.04886,0.00636,0.07438,0.72092,2561.8
448,1376256,541.3,3.69,1.99,38,613.2894736842105,0.0,0.4473684210526316,543.078947368421,0.0,-0.00053,20.28132,1.05689,0.00619,0.07406,0.66931,2567.4
449,1379328,559.1,3.44,2.05,28,1024.9285714285713,0.03571428571428571,1.1428571428571428,945.4285714285714,0.0,0.00131,14.65731,1.16167,0.01149,0.12915,0.66474,2572.9
450,1382400,548.1,3.63,1.98,38,719.7105263157895,0.0,0.7631578947368421,645.1842105263158,0.02631578947368421,0.00024,11.47214,1.07315,0.01292,0.15251,0.78234,2578.5
451,1385472,545.7,3.68,1.95,40,714.95,0.025,0.625,641.425,0.0,-0.00248,15.83741,1.02787,0.00774,0.0931,0.72071,2584.2
452,1388544,558.8,3.48,2.02,30,814.4,0.0,1.2666666666666666,738.4,0.03333333333333333,-0.00657,10.514,1.0503,0.00763,0.10506,0.80979,2589.7
453,1391616,551.5,3.59,1.98,40,658.05,0.0,0.25,586.425,0.0,-0.00256,16.54977,0.9422,0.00816,0.09546,0.77276,2595.2
454,1394688,570.0,3.47,1.92,31,910.6129032258065,0.0,0.8709677419354839,834.2903225806451,0.0,0.00035,13.76031,0.91642,0.01329,0.14909,0.76585,2600.6
455,1397760,544.0,3.7,1.95,36,772.8888888888889,0.0,0.5833333333333334,699.1666666666666,0.0,-0.00074,13.57602,0.97021,0.00658,0.0839,0.80489,2606.3
456,1400832,564.4,3.56,1.88,32,912.4375,0.0,1.03125,837.1875,0.0,0.00256,19.93061,0.95832,0.00787,0.09521,0.72889,2611.7
457,1403904,549.4,3.57,2.02,35,838.4857142857143,0.0,0.8285714285714286,763.6285714285714,0.0,-0.00146,23.37512,0.8321,0.00498,0.06421,0.76901,2617.4
458,1406976,574.5,3.46,1.89,28,929.5714285714286,0.0,1.2857142857142858,853.2142857142857,0.0,0.00027,17.2297,0.86028,0.00898,0.09863,0.77883,2622.7
459,1410048,546.1,3.58,2.04,38,834.2631578947369,0.0,0.5526315789473685,759.5,0.0,-0.00064,20.56296,0.94572,0.00688,0.0835,0.72183,2628.4
460,1413120,543.6,3.58,2.08,38,795.7368421052631,0.0,1.105263157894737,720.8421052631579,0.0,0.00272,13.26892,1.04888,0.01341,0.15755,0.72273,2634.1
461,1416192,457.1,4.47,2.25,41,571.4146341463414,0.0,0.3902439024390244,501.2926829268293,0.0,0.00312,14.75196,1.01925,0.01126,0.1346,0.75267,2640.8
462,1419264,527.7,3.75,2.08,29,920.8965517241379,0.0,1.8275862068965518,844.0689655172414,0.0,-0.00356,13.35412,1.04041,0.00648,0.08179,0.76124,2646.6
463,1422336,524.9,3.85,2.0,34,912.0882352941177,0.0,0.9705882352941176,834.5294117647059,0.0,-0.00116,13.12793,1.01992,0.00739,0.09285,0.77907,2652.5
464,1425408,560.6,3.61,1.87,34,843.4117647058823,0.0,0.9117647058823529,768.3823529411765,0.0,-0.00018,14.85986,1.04028,0.00679,0.08097,0.74753,2657.9
465,1428480,540.8,3.62,2.06,31,732.516129032258,0.0,0.8387096774193549,660.3225806451613,0.0,-0.00315,17.22722,1.04027,0.00908,0.11475,0.67523,2663.6
466,1431552,544.5,3.66,1.98,39,752.8205128205128,0.0,0.46153846153846156,678.2820512820513,0.02564102564102564,-0.00055,16.89279,1.0053,0.00642,0.07145,0.73407,2669.3
467,1434624,534.6,3.67,2.08,35,852.3142857142857,0.0,0.7428571428571429,777.4,0.0,-5e-05,15.23922,0.96582,0.00813,0.10026,0.72504,2675.0
468,1437696,546.5,3.66,1.96,34,765.0588235294117,0.0,1.1176470588235294,690.9705882352941,0.0,-0.00211,17.36689,0.88944,0.00983,0.11995,0.68293,2680.6
469,1440768,555.1,3.55,1.98,33,831.4242424242424,0.0,0.696969696969697,755.6666666666666,0.0,0.00176,15.40732,0.93992,0.00858,0.10986,0.72007,2686.2
470,1443840,558.7,3.57,1.93,30,904.7666666666667,0.0,1.2333333333333334,827.8666666666667,0.0,0.00613,19.07059,0.8044,0.01189,0.1259,0.72546,2691.7
471,1446912,547.9,3.6,2.01,36,895.5,0.0,0.5555555555555556,820.0833333333334,0.0,0.00159,22.41214,0.78969,0.00962,0.11548,0.64668,2697.3
472,1449984,550.2,3.61,1.97,39,754.6153846153846,0.0,0.8974358974358975,681.5384615384615,0.0,-0.00233,15.98735,0.84848,0.00616,0.0756,0.77746,2702.9
473,1453056,553.3,3.63,1.92,38,765.2631578947369,0.0,0.7631578947368421,692.6052631578947,0.0,0.00438,18.75249,0.84569,0.01282,0.13273,0.76152,2708.4
474,1456128,552.0,3.57,2.0,37,830.3783783783783,0.0,0.8378378378378378,755.7567567567568,0.0,-0.0011,17.62172,0.92844,0.01318,0.12923,0.74477,2714.0
475,1459200,542.1,3.6,2.07,41,620.5365853658536,0.0,0.6341463414634146,550.3414634146342,0.0,0.00093,19.78901,0.96843,0.01467,0.14185,0.68613,2719.7
476,1462272,542.9,3.62,2.04,38,758.7894736842105,0.0,0.8421052631578947,685.2105263157895,0.0,0.00276,12.46344,0.96787,0.01527,0.15666,0.80217,2725.3
477,1465344,554.4,3.59,1.95,34,835.5588235294117,0.0,1.0588235294117647,760.2058823529412,0.0,0.00224,18.23652,0.95664,0.01101,0.12728,0.66335,2730.9
478,1468416,562.6,3.46,2.0,32,868.90625,0.03125,0.5,793.21875,0.0,-0.00294,13.17711,0.92535,0.00932,0.11922,0.78088,2736.3
